# temperature (K)	pressure (bar)	magnetic field (V)	photoresistance (V)	acceleration (m/s^2)
298.28	1.14727	2.24609375	0.8544921875	(0.12, -0.04, 10.36)
298.27	1.1473900000000001	2.2412109375	0.849609375	(0.12, -0.04, 10.4)
298.27	1.1474300000000002	2.2412109375	0.849609375	(0.12, -0.04, 10.4)
298.27	1.1473900000000001	2.2412109375	0.849609375	(0.12, 0.0, 10.36)
298.27	1.14745	2.2412109375	0.849609375	(0.12, -0.04, 10.4)
298.26	1.14745	2.2412109375	0.8447265625	(0.12, -0.04, 10.4)
298.27	1.1473900000000001	2.2412109375	0.8447265625	(0.12, -0.04, 10.43)
298.26	1.14748	2.2412109375	0.8447265625	(0.12, -0.08, 10.4)
298.26	1.14755	2.2412109375	0.8447265625	(0.12, -0.04, 10.36)
298.26	1.14758	2.24609375	0.8447265625	(0.12, -0.04, 10.4)
298.25	1.14771	2.24609375	0.83984375	(0.16, -0.04, 10.36)
298.23999999999995	1.14774	2.2412109375	0.83984375	(0.08, -0.04, 10.36)
298.23999999999995	1.14774	2.24609375	0.8349609375	(0.08, 0.0, 10.4)
298.23999999999995	1.14774	2.2412109375	0.83984375	(0.08, -0.04, 10.43)
298.22999999999996	1.14792	2.2412109375	0.8349609375	(0.12, -0.04, 10.4)
298.22999999999996	1.1478599999999999	2.2412109375	0.8349609375	(0.12, -0.04, 10.43)
298.22999999999996	1.14792	2.2412109375	0.8349609375	(0.16, -0.04, 10.43)
298.22999999999996	1.14789	2.2412109375	0.8251953125	(0.12, -0.04, 10.43)
298.22999999999996	1.1478599999999999	2.236328125	0.830078125	(0.08, 0.0, 10.47)
298.21999999999997	1.14798	2.236328125	0.8251953125	(0.16, -0.04, 10.36)
298.21999999999997	1.14798	2.2412109375	0.830078125	(0.12, -0.04, 10.36)
298.21999999999997	1.14798	2.2412109375	0.830078125	(0.12, 0.0, 10.36)
298.22999999999996	1.14798	2.2412109375	0.830078125	(0.12, -0.04, 10.47)
298.21999999999997	1.14808	2.2412109375	0.830078125	(0.16, -0.04, 10.4)
298.21	1.14811	2.24609375	0.8251953125	(0.12, -0.04, 10.4)
298.21	1.1481400000000002	2.2412109375	0.8349609375	(0.16, 0.0, 10.32)
298.21	1.14808	2.2412109375	0.830078125	(0.12, -0.04, 10.43)
298.19	1.1483299999999999	2.2412109375	0.830078125	(0.12, -0.04, 10.36)
298.17999999999995	1.14843	2.2412109375	0.8349609375	(0.12, 0.0, 10.4)
298.16999999999996	1.14864	2.2412109375	0.830078125	(0.12, -0.04, 10.4)
298.16999999999996	1.14864	2.2412109375	0.830078125	(0.12, -0.04, 10.4)
298.15999999999997	1.1487100000000001	2.24609375	0.8251953125	(0.12, -0.08, 10.4)
298.16999999999996	1.14861	2.2412109375	0.830078125	(0.12, -0.04, 10.4)
298.15999999999997	1.1486800000000001	2.24609375	0.8251953125	(0.12, 0.0, 10.43)
298.15999999999997	1.14874	2.2412109375	0.830078125	(0.12, -0.04, 10.4)
298.15999999999997	1.14877	2.236328125	0.830078125	(0.16, -0.04, 10.4)
298.16999999999996	1.1486800000000001	2.236328125	0.830078125	(0.16, 0.0, 10.4)
298.15999999999997	1.1487100000000001	2.24609375	0.8251953125	(0.12, -0.08, 10.4)
298.15999999999997	1.14874	2.2412109375	0.8203125	(0.12, 0.0, 10.47)
298.15999999999997	1.14877	2.2412109375	0.8203125	(0.08, -0.08, 10.4)
298.15	1.14893	2.2412109375	0.8203125	(0.08, -0.04, 10.47)
298.15	1.14877	2.24609375	0.8203125	(0.12, 0.0, 10.4)
298.15999999999997	1.14874	2.2412109375	0.8203125	(0.12, 0.0, 10.4)
298.15	1.1488399999999999	2.2412109375	0.8251953125	(0.12, 0.0, 10.43)
298.15	1.14877	2.236328125	0.8203125	(0.12, -0.04, 10.4)
298.15	1.1488	2.2412109375	0.8203125	(0.12, -0.04, 10.43)
298.15999999999997	1.14877	2.24609375	0.8203125	(0.12, -0.04, 10.43)
298.15999999999997	1.14874	2.2412109375	0.8154296875	(0.16, -0.04, 10.36)
298.15999999999997	1.1488	2.24609375	0.8251953125	(0.08, -0.04, 10.4)
298.15	1.1488399999999999	2.24609375	0.8251953125	(0.12, -0.04, 10.4)
298.14	1.14893	2.2412109375	0.830078125	(0.12, 0.0, 10.4)
298.14	1.14902	2.2412109375	0.8349609375	(0.12, -0.04, 10.4)
298.14	1.14896	2.2412109375	0.83984375	(0.12, -0.04, 10.4)
298.15	1.14893	2.2412109375	0.83984375	(0.12, -0.04, 10.43)
298.15	1.14893	2.2412109375	0.8447265625	(0.12, -0.04, 10.36)
298.14	1.14893	2.2412109375	0.8447265625	(0.12, -0.08, 10.4)
298.15	1.14893	2.24609375	0.8447265625	(0.12, -0.04, 10.43)
298.14	1.1489	2.2412109375	0.83984375	(0.12, -0.04, 10.36)
298.14	1.14896	2.236328125	0.83984375	(0.12, 0.0, 10.43)
298.14	1.14896	2.2412109375	0.83984375	(0.12, -0.04, 10.36)
298.14	1.14902	2.236328125	0.8447265625	(0.12, 0.0, 10.36)
298.13	1.14902	2.2412109375	0.8447265625	(0.16, -0.04, 10.36)
298.14	1.14902	2.236328125	0.849609375	(0.12, 0.0, 10.4)
298.14	1.14912	2.2412109375	0.83984375	(0.12, -0.04, 10.4)
298.13	1.14902	2.2412109375	0.849609375	(0.08, 0.0, 10.4)
298.13	1.14912	2.2412109375	0.8447265625	(0.12, -0.04, 10.36)
298.13	1.14912	2.2412109375	0.8447265625	(0.16, 0.0, 10.36)
298.13	1.14912	2.236328125	0.849609375	(0.12, -0.04, 10.4)
298.13	1.1491500000000001	2.2412109375	0.849609375	(0.12, -0.04, 10.43)
298.13	1.14909	2.2412109375	0.83984375	(0.12, -0.04, 10.4)
298.14	1.14905	2.24609375	0.8349609375	(0.12, -0.04, 10.4)
298.14	1.14902	2.236328125	0.849609375	(0.16, -0.04, 10.43)
298.14	1.14893	2.236328125	0.8544921875	(0.2, 0.0, 10.43)
298.15	1.1489	2.24609375	0.8544921875	(0.12, -0.04, 10.4)
298.15	1.14893	2.2412109375	0.849609375	(0.16, -0.08, 10.36)
298.15	1.1488699999999998	2.236328125	0.8544921875	(0.08, -0.04, 10.36)
298.15	1.14893	2.24609375	0.8544921875	(0.12, 0.0, 10.4)
298.14	1.14893	2.24609375	0.8544921875	(0.12, -0.04, 10.4)
298.15	1.14893	2.2412109375	0.8544921875	(0.08, -0.04, 10.4)
298.14	1.14902	2.236328125	0.849609375	(0.08, -0.04, 10.36)
298.13	1.14905	2.236328125	0.849609375	(0.12, -0.04, 10.36)
298.13	1.14909	2.2412109375	0.859375	(0.12, 0.0, 10.4)
298.13	1.14909	2.2412109375	0.859375	(0.12, 0.0, 10.4)
298.14	1.14905	2.24609375	0.859375	(0.12, -0.04, 10.4)
298.14	1.14902	2.236328125	0.859375	(0.08, -0.04, 10.51)
298.13	1.14909	2.2412109375	0.859375	(0.08, 0.0, 10.43)
298.12	1.14921	2.24609375	0.859375	(0.08, -0.04, 10.32)
298.13	1.14912	2.2412109375	0.859375	(0.16, 0.0, 10.36)
298.13	1.14918	2.2412109375	0.8642578125	(0.16, 0.0, 10.4)
298.12	1.14927	2.2412109375	0.859375	(0.16, 0.0, 10.4)
298.12	1.14924	2.236328125	0.8740234375	(0.08, 0.0, 10.4)
298.13	1.14912	2.2412109375	0.869140625	(0.12, 0.0, 10.36)
298.13	1.14912	2.2412109375	0.8740234375	(0.16, 0.0, 10.4)
298.14	1.1488699999999998	2.2412109375	0.87890625	(0.12, 0.0, 10.4)
298.15	1.14877	2.236328125	0.87890625	(0.12, -0.04, 10.4)
298.15	1.1488	2.2412109375	0.8740234375	(0.12, -0.04, 10.47)
298.13	1.14905	2.2412109375	0.8740234375	(0.12, -0.04, 10.4)
298.13	1.14912	2.2412109375	0.8740234375	(0.12, -0.04, 10.43)
298.14	1.14905	2.24609375	0.8740234375	(0.12, -0.08, 10.4)
298.14	1.14899	2.2412109375	0.87890625	(0.12, -0.04, 10.32)
298.14	1.1489	2.2412109375	0.8740234375	(0.16, -0.04, 10.43)
298.16999999999996	1.1487100000000001	2.2412109375	0.8740234375	(0.16, 0.0, 10.36)
298.16999999999996	1.14864	2.2412109375	0.87890625	(0.08, -0.04, 10.4)
298.16999999999996	1.14855	2.2412109375	0.8837890625	(0.16, -0.04, 10.4)
298.17999999999995	1.14849	2.236328125	0.8837890625	(0.12, -0.04, 10.43)
298.19	1.14849	2.24609375	0.8837890625	(0.12, 0.0, 10.36)
298.19	1.14843	2.2412109375	0.8837890625	(0.12, -0.04, 10.4)
298.19	1.1483599999999998	2.2412109375	0.8837890625	(0.16, -0.04, 10.43)
298.2	1.14824	2.2412109375	0.888671875	(0.12, 0.0, 10.24)
298.2	1.14827	2.2412109375	0.888671875	(0.08, 0.0, 10.4)
298.19	1.14839	2.2412109375	0.8837890625	(0.12, -0.04, 10.43)
298.19	1.1482999999999999	2.2412109375	0.8837890625	(0.12, -0.04, 10.4)
298.2	1.14821	2.236328125	0.888671875	(0.12, -0.04, 10.4)
298.21	1.14808	2.236328125	0.8935546875	(0.08, -0.08, 10.4)
298.21999999999997	1.14805	2.2412109375	0.8984375	(0.12, -0.04, 10.36)
298.21999999999997	1.14802	2.236328125	0.8935546875	(0.16, -0.04, 10.36)
298.21999999999997	1.14802	2.236328125	0.8984375	(0.16, -0.04, 10.43)
298.22999999999996	1.1478599999999999	2.236328125	0.8984375	(0.12, -0.04, 10.43)
298.23999999999995	1.14777	2.24609375	0.9033203125	(0.12, -0.04, 10.36)
298.25	1.14761	2.2412109375	0.908203125	(0.16, -0.04, 10.4)
298.23999999999995	1.14777	2.2412109375	0.908203125	(0.12, -0.04, 10.4)
298.23999999999995	1.1478	2.236328125	0.908203125	(0.12, -0.04, 10.4)
298.23999999999995	1.14774	2.2412109375	0.9130859375	(0.12, -0.04, 10.4)
298.23999999999995	1.14768	2.2412109375	0.9130859375	(0.12, -0.04, 10.43)
298.25	1.14758	2.2412109375	0.9130859375	(0.16, -0.04, 10.4)
298.25	1.14758	2.2412109375	0.91796875	(0.12, -0.04, 10.43)
298.25	1.14761	2.236328125	0.9228515625	(0.08, 0.0, 10.43)
298.25	1.1476400000000002	2.236328125	0.9130859375	(0.12, 0.0, 10.4)
298.25	1.1476400000000002	2.236328125	0.91796875	(0.12, -0.04, 10.4)
298.26	1.14752	2.2412109375	0.91796875	(0.12, -0.04, 10.43)
298.26	1.1474300000000002	2.2412109375	0.908203125	(0.12, -0.04, 10.4)
298.26	1.14752	2.236328125	0.908203125	(0.08, -0.04, 10.36)
298.26	1.14755	2.24609375	0.908203125	(0.12, 0.0, 10.36)
298.25	1.14761	2.236328125	0.9130859375	(0.16, 0.0, 10.47)
298.25	1.14768	2.2412109375	0.908203125	(0.12, 0.0, 10.4)
298.25	1.14768	2.236328125	0.91796875	(0.16, -0.08, 10.43)
298.26	1.14758	2.236328125	0.9130859375	(0.12, -0.04, 10.36)
298.26	1.14752	2.236328125	0.91796875	(0.12, -0.04, 10.4)
298.26	1.14752	2.2412109375	0.91796875	(0.12, 0.0, 10.4)
298.27	1.14745	2.236328125	0.9228515625	(0.12, 0.0, 10.36)
298.27	1.14733	2.2412109375	0.9228515625	(0.08, -0.04, 10.43)
298.27	1.14745	2.2412109375	0.91796875	(0.12, -0.04, 10.43)
298.26	1.14745	2.236328125	0.9228515625	(0.08, 0.0, 10.4)
298.26	1.14748	2.2412109375	0.9228515625	(0.16, -0.04, 10.4)
298.27	1.14748	2.2412109375	0.9033203125	(0.12, -0.04, 10.4)
298.26	1.14745	2.2412109375	0.9228515625	(0.16, -0.08, 10.36)
298.27	1.14733	2.236328125	0.91796875	(0.12, -0.04, 10.4)
298.27	1.14733	2.236328125	0.91796875	(0.12, 0.0, 10.4)
298.27	1.1473	2.2412109375	0.91796875	(0.12, -0.04, 10.36)
298.28	1.14736	2.24609375	0.9228515625	(0.12, 0.0, 10.4)
298.27	1.1473900000000001	2.2412109375	0.9228515625	(0.12, -0.04, 10.43)
298.27	1.1473900000000001	2.2412109375	0.927734375	(0.12, -0.04, 10.47)
298.26	1.14748	2.236328125	0.9228515625	(0.16, -0.04, 10.4)
298.27	1.1474300000000002	2.236328125	0.927734375	(0.12, -0.04, 10.43)
298.27	1.1473900000000001	2.2412109375	0.927734375	(0.16, 0.0, 10.32)
298.28	1.14736	2.236328125	0.91796875	(0.12, -0.04, 10.43)
298.28	1.1473	2.2412109375	0.9130859375	(0.12, 0.0, 10.4)
298.27	1.14733	2.24609375	0.91796875	(0.08, 0.0, 10.47)
298.28	1.14733	2.2412109375	0.91796875	(0.12, -0.04, 10.4)
298.28	1.1473	2.2412109375	0.927734375	(0.12, -0.04, 10.43)
298.27	1.14745	2.2412109375	0.927734375	(0.16, -0.04, 10.47)
298.27	1.14736	2.2412109375	0.927734375	(0.12, -0.04, 10.4)
298.27	1.1473900000000001	2.236328125	0.9228515625	(0.16, 0.0, 10.4)
298.28	1.14727	2.24609375	0.9228515625	(0.12, -0.04, 10.43)
298.28	1.14727	2.2412109375	0.927734375	(0.08, 0.0, 10.4)
298.28	1.14727	2.2412109375	0.9326171875	(0.12, -0.04, 10.4)
298.28	1.14723	2.24609375	0.9326171875	(0.12, -0.04, 10.36)
298.28999999999996	1.14717	2.2412109375	0.927734375	(0.12, -0.04, 10.4)
298.28999999999996	1.1472	2.2412109375	0.927734375	(0.16, -0.04, 10.4)
298.28999999999996	1.1472	2.24609375	0.9326171875	(0.12, -0.04, 10.4)
298.28999999999996	1.14714	2.2412109375	0.927734375	(0.16, -0.08, 10.43)
298.28999999999996	1.14717	2.236328125	0.9326171875	(0.12, -0.04, 10.36)
298.28999999999996	1.14717	2.236328125	0.9375	(0.12, 0.0, 10.36)
298.28	1.14727	2.236328125	0.9375	(0.12, -0.04, 10.32)
298.28999999999996	1.14717	2.2412109375	0.9375	(0.12, -0.04, 10.43)
298.28999999999996	1.14714	2.236328125	0.9326171875	(0.08, -0.04, 10.43)
298.28999999999996	1.14717	2.2412109375	0.9423828125	(0.12, -0.04, 10.32)
298.28999999999996	1.14714	2.2412109375	0.9423828125	(0.12, 0.0, 10.36)
298.28999999999996	1.14717	2.2412109375	0.9423828125	(0.12, 0.0, 10.4)
298.28999999999996	1.14717	2.2412109375	0.9423828125	(0.12, -0.08, 10.36)
298.28999999999996	1.1471099999999999	2.2412109375	0.9423828125	(0.16, -0.04, 10.43)
298.28999999999996	1.1471099999999999	2.2412109375	0.9375	(0.08, -0.04, 10.36)
298.29999999999995	1.1470799999999999	2.2412109375	0.947265625	(0.16, 0.0, 10.4)
298.29999999999995	1.14705	2.2412109375	0.9521484375	(0.16, 0.0, 10.36)
298.29999999999995	1.14698	2.2412109375	0.947265625	(0.16, 0.0, 10.4)
298.29999999999995	1.1469200000000002	2.2412109375	0.9423828125	(0.16, -0.08, 10.43)
298.31	1.1469200000000002	2.2412109375	0.9375	(0.16, -0.04, 10.36)
298.29999999999995	1.14686	2.2412109375	0.9423828125	(0.16, -0.04, 10.43)
298.31	1.1469200000000002	2.236328125	0.9375	(0.12, -0.04, 10.4)
298.31	1.1468900000000002	2.2412109375	0.9375	(0.12, -0.04, 10.36)
298.32	1.14676	2.2412109375	0.9423828125	(0.12, -0.04, 10.43)
298.32	1.14676	2.236328125	0.9375	(0.16, -0.04, 10.43)
298.32	1.14667	2.236328125	0.9375	(0.12, -0.04, 10.47)
298.32	1.14676	2.2412109375	0.9375	(0.12, 0.0, 10.43)
298.32	1.14673	2.2412109375	0.9326171875	(0.16, 0.0, 10.43)
298.33	1.14667	2.236328125	0.9326171875	(0.12, -0.04, 10.4)
298.33	1.14667	2.2412109375	0.927734375	(0.08, -0.04, 10.4)
298.33	1.14667	2.236328125	0.927734375	(0.12, 0.0, 10.36)
298.34	1.14661	2.2412109375	0.9228515625	(0.08, 0.0, 10.4)
298.33	1.14667	2.2412109375	0.9228515625	(0.12, -0.04, 10.4)
298.33	1.14667	2.236328125	0.9228515625	(0.12, -0.08, 10.43)
298.33	1.14664	2.2412109375	0.91796875	(0.16, 0.0, 10.4)
298.34	1.14648	2.2412109375	0.9228515625	(0.16, 0.0, 10.36)
298.34	1.14661	2.2412109375	0.9228515625	(0.12, 0.0, 10.4)
298.33	1.14655	2.2412109375	0.9228515625	(0.12, -0.08, 10.4)
298.34	1.14655	2.24609375	0.9228515625	(0.12, -0.04, 10.36)
298.34	1.14652	2.236328125	0.927734375	(0.16, -0.04, 10.32)
298.34	1.14648	2.2412109375	0.9228515625	(0.16, -0.04, 10.47)
298.33	1.14661	2.2412109375	0.9228515625	(0.12, 0.0, 10.36)
298.33	1.14658	2.236328125	0.927734375	(0.12, 0.0, 10.32)
298.33	1.14664	2.2412109375	0.91796875	(0.16, -0.04, 10.43)
298.33	1.14664	2.236328125	0.91796875	(0.12, -0.04, 10.4)
298.34	1.14652	2.2412109375	0.91796875	(0.16, 0.0, 10.4)
298.34	1.14652	2.2412109375	0.9130859375	(0.12, -0.04, 10.28)
298.34	1.14648	2.2412109375	0.91796875	(0.16, -0.04, 10.36)
298.34	1.14645	2.24609375	0.91796875	(0.12, -0.08, 10.47)
298.34	1.14645	2.2412109375	0.9130859375	(0.12, -0.04, 10.36)
298.33	1.14648	2.236328125	0.91796875	(0.16, 0.0, 10.43)
298.34999999999997	1.14645	2.2412109375	0.91796875	(0.12, -0.04, 10.36)
298.34999999999997	1.1463599999999998	2.2412109375	0.91796875	(0.12, -0.04, 10.43)
298.35999999999996	1.14629	2.24609375	0.91796875	(0.12, 0.0, 10.43)
298.35999999999996	1.14626	2.2412109375	0.91796875	(0.12, 0.0, 10.4)
298.35999999999996	1.14632	2.2412109375	0.91796875	(0.16, -0.04, 10.47)
298.35999999999996	1.14629	2.24609375	0.9130859375	(0.16, 0.0, 10.36)
298.35999999999996	1.14629	2.2412109375	0.9130859375	(0.08, -0.04, 10.36)
298.35999999999996	1.14632	2.2412109375	0.9130859375	(0.12, -0.04, 10.43)
298.34999999999997	1.1463599999999998	2.2412109375	0.908203125	(0.16, 0.0, 10.4)
298.35999999999996	1.14632	2.2412109375	0.908203125	(0.12, -0.08, 10.4)
298.34999999999997	1.14639	2.236328125	0.9033203125	(0.12, -0.04, 10.43)
298.34999999999997	1.14642	2.236328125	0.908203125	(0.12, -0.04, 10.36)
298.34999999999997	1.1463599999999998	2.24609375	0.9033203125	(0.12, -0.04, 10.4)
298.34999999999997	1.1463599999999998	2.2412109375	0.8984375	(0.12, -0.04, 10.4)
298.38	1.1461400000000002	2.236328125	0.8935546875	(0.12, -0.04, 10.43)
298.38	1.14607	2.236328125	0.888671875	(0.16, 0.0, 10.36)
298.38	1.14611	2.2412109375	0.8935546875	(0.16, -0.04, 10.32)
298.37	1.14611	2.236328125	0.87890625	(0.12, -0.04, 10.36)
298.38	1.14607	2.24609375	0.8740234375	(0.08, -0.04, 10.4)
298.38	1.1461400000000002	2.2412109375	0.8740234375	(0.08, -0.04, 10.43)
298.37	1.14611	2.2412109375	0.8837890625	(0.16, 0.0, 10.4)
298.38	1.14607	2.236328125	0.888671875	(0.12, 0.0, 10.4)
298.37	1.14604	2.236328125	0.888671875	(0.12, -0.04, 10.4)
298.38	1.14604	2.2412109375	0.87890625	(0.12, -0.04, 10.4)
298.38	1.14592	2.236328125	0.888671875	(0.12, 0.0, 10.4)
298.37	1.14611	2.236328125	0.8837890625	(0.12, -0.04, 10.43)
298.37	1.1461400000000002	2.236328125	0.8837890625	(0.12, -0.04, 10.43)
298.38	1.14604	2.236328125	0.8837890625	(0.16, -0.08, 10.36)
298.39	1.14601	2.236328125	0.87890625	(0.16, -0.04, 10.43)
298.39	1.14592	2.236328125	0.869140625	(0.12, -0.04, 10.4)
298.39	1.14598	2.2412109375	0.859375	(0.12, -0.04, 10.36)
298.39	1.14598	2.236328125	0.859375	(0.16, 0.0, 10.4)
298.39	1.14592	2.2412109375	0.869140625	(0.12, 0.0, 10.4)
298.38	1.14604	2.2412109375	0.8642578125	(0.16, 0.0, 10.4)
298.37	1.1461400000000002	2.236328125	0.8740234375	(0.12, -0.04, 10.36)
298.38	1.14607	2.2412109375	0.869140625	(0.12, -0.04, 10.4)
298.38	1.14598	2.2412109375	0.8642578125	(0.12, 0.0, 10.32)
298.39	1.1458599999999999	2.236328125	0.8544921875	(0.12, -0.04, 10.47)
298.39	1.1458599999999999	2.2412109375	0.8544921875	(0.16, 0.0, 10.43)
298.4	1.14589	2.2412109375	0.8642578125	(0.16, -0.08, 10.36)
298.4	1.14579	2.2412109375	0.8642578125	(0.12, -0.04, 10.4)
298.40999999999997	1.1457000000000002	2.2412109375	0.869140625	(0.12, -0.08, 10.43)
298.4	1.14579	2.2412109375	0.8740234375	(0.12, 0.0, 10.4)
298.4	1.1457300000000001	2.2412109375	0.87890625	(0.12, -0.04, 10.4)
298.4	1.1457300000000001	2.236328125	0.869140625	(0.12, 0.0, 10.4)
298.4	1.1457300000000001	2.2412109375	0.859375	(0.08, 0.0, 10.4)
298.4	1.1457600000000001	2.2412109375	0.8642578125	(0.12, 0.0, 10.43)
298.4	1.14579	2.2412109375	0.8544921875	(0.08, -0.04, 10.36)
298.4	1.14582	2.2412109375	0.8642578125	(0.12, -0.04, 10.43)
298.4	1.14579	2.236328125	0.849609375	(0.12, 0.0, 10.4)
298.4	1.1457600000000001	2.236328125	0.849609375	(0.12, 0.0, 10.4)
298.4	1.1457600000000001	2.2412109375	0.849609375	(0.12, -0.04, 10.4)
298.4	1.14579	2.24609375	0.8544921875	(0.16, -0.04, 10.43)
298.4	1.1457300000000001	2.236328125	0.849609375	(0.12, -0.04, 10.4)
298.4	1.1457300000000001	2.2412109375	0.8642578125	(0.12, 0.0, 10.36)
298.41999999999996	1.1456	2.236328125	0.8642578125	(0.12, 0.0, 10.43)
298.40999999999997	1.1456	2.236328125	0.8740234375	(0.16, -0.04, 10.43)
298.40999999999997	1.1456	2.2412109375	0.8740234375	(0.12, -0.04, 10.43)
298.41999999999996	1.1456300000000001	2.2412109375	0.87890625	(0.12, -0.04, 10.4)
298.40999999999997	1.1456	2.236328125	0.8837890625	(0.16, 0.0, 10.4)
298.41999999999996	1.1456	2.2412109375	0.8837890625	(0.12, -0.04, 10.36)
298.40999999999997	1.1456600000000001	2.236328125	0.8837890625	(0.12, 0.0, 10.4)
298.40999999999997	1.1457600000000001	2.2412109375	0.87890625	(0.12, -0.08, 10.36)
298.4	1.1456600000000001	2.236328125	0.888671875	(0.16, -0.04, 10.4)
298.40999999999997	1.1457000000000002	2.2412109375	0.8837890625	(0.12, -0.04, 10.4)
298.40999999999997	1.1456	2.236328125	0.8837890625	(0.12, -0.04, 10.47)
298.40999999999997	1.1456300000000001	2.2412109375	0.8935546875	(0.12, -0.04, 10.43)
298.41999999999996	1.14554	2.2412109375	0.888671875	(0.12, -0.04, 10.36)
298.41999999999996	1.14551	2.236328125	0.888671875	(0.16, 0.0, 10.43)
298.42999999999995	1.14548	2.236328125	0.8984375	(0.16, -0.16, 10.43)
298.41999999999996	1.14554	2.236328125	0.8984375	(0.12, -0.04, 10.4)
298.41999999999996	1.14554	2.2412109375	0.8984375	(0.12, -0.04, 10.36)
298.41999999999996	1.14557	2.236328125	0.9033203125	(0.16, 0.0, 10.47)
